CMDLINE python3 tmp/benchmark.py
MEM 2045.109375 1523389504.4612
MEM 2045.109375 1523389504.5615
MEM 2045.109375 1523389504.6619
MEM 1487.460938 1523389504.7622
MEM 1740.890625 1523389504.8625
MEM 2032.992188 1523389504.9629
MEM 2045.109375 1523389505.0633
MEM 2045.109375 1523389505.1636
MEM 2045.109375 1523389505.2640
MEM 2144.367188 1523389505.3644
MEM 2398.312500 1523389505.4648
MEM 2366.855469 1523389505.5651
MEM 2045.312500 1523389505.6655
MEM 1536.445312 1523389505.7659
MEM 1799.929688 1523389505.8662
MEM 2045.109375 1523389505.9669
MEM 2045.109375 1523389506.0675
MEM 2233.054688 1523389506.1678
MEM 2510.460938 1523389506.2682
MEM 2045.312500 1523389506.3685
MEM 2045.312500 1523389506.4689
MEM 2045.312500 1523389506.5693
MEM 1549.343750 1523389506.6696
MEM 1714.851562 1523389506.7699
MEM 2009.273438 1523389506.8703
MEM 2114.203125 1523389506.9706
MEM 2408.367188 1523389507.0709
MEM 2657.671875 1523389507.1713
MEM 2657.671875 1523389507.2717
MEM 2187.878906 1523389507.3720
MEM 2482.042969 1523389507.4724
MEM 2657.613281 1523389507.5728
MEM 2880.878906 1523389507.6731
MEM 3176.332031 1523389507.7735
MEM 3270.175781 1523389507.8738
MEM 3270.175781 1523389507.9742
MEM 3270.175781 1523389508.0745
MEM 2294.855469 1523389508.1749
MEM 1599.867188 1523389508.2752
MEM 1815.140625 1523389508.3756
MEM 1460.152344 1523389508.4759
MEM 1041.472656 1523389508.5762
MEM 1301.460938 1523389508.6765
MEM 1475.753906 1523389508.7769
MEM 1703.917969 1523389508.8773
MEM 1387.632812 1523389508.9776
MEM 1578.867188 1523389509.0780
MEM 1848.996094 1523389509.1783
MEM 2089.492188 1523389509.2787
MEM 2175.511719 1523389509.3791
MEM 2469.347656 1523389509.4795
MEM 2788.003906 1523389509.5799
MEM 2636.558594 1523389509.6802
MEM 1609.632812 1523389509.7805
MEM 1664.546875 1523389509.8809
MEM 1717.656250 1523389509.9812
MEM 1773.601562 1523389510.0816
MEM 1829.546875 1523389510.1820
MEM 1886.265625 1523389510.2824
MEM 1942.726562 1523389510.3828
MEM 1999.187500 1523389510.4832
MEM 2053.070312 1523389510.5836
MEM 2107.468750 1523389510.6840
MEM 2163.156250 1523389510.7843
MEM 1673.312500 1523389510.8847
MEM 1928.031250 1523389510.9851
MEM 2182.492188 1523389511.0855
MEM 2483.617188 1523389511.1858
MEM 2787.320312 1523389511.2862
MEM 2798.664062 1523389511.3866
MEM 2798.664062 1523389511.4869
MEM 2798.664062 1523389511.5873
MEM 2306.332031 1523389511.6877
MEM 2407.503906 1523389511.7881
MEM 2697.542969 1523389511.8885
MEM 2326.035156 1523389511.9888
MEM 2628.964844 1523389512.0892
MEM 2798.605469 1523389512.1902
MEM 2798.605469 1523389512.2907
MEM 2935.761719 1523389512.3910
MEM 3204.402344 1523389512.4914
MEM 2798.808594 1523389512.5919
MEM 2798.808594 1523389512.6923
MEM 2311.082031 1523389512.7927
MEM 2583.074219 1523389512.8931
MEM 2856.871094 1523389512.9935
MEM 3158.769531 1523389513.0939
MEM 3411.167969 1523389513.1949
MEM 3411.167969 1523389513.2953
MEM 3411.167969 1523389513.3957
MEM 3411.167969 1523389513.4961
MEM 3411.167969 1523389513.5965
MEM 3411.167969 1523389513.6969
MEM 3411.167969 1523389513.7972
MEM 3411.167969 1523389513.8976
MEM 3411.167969 1523389513.9979
MEM 3411.167969 1523389514.0983
MEM 3411.167969 1523389514.1987
MEM 3411.167969 1523389514.2991
MEM 3411.167969 1523389514.3994
MEM 3411.167969 1523389514.4998
MEM 3411.167969 1523389514.6001
MEM 3411.167969 1523389514.7005
MEM 3411.167969 1523389514.8009
MEM 3411.167969 1523389514.9012
MEM 3411.167969 1523389515.0016
MEM 3411.167969 1523389515.1019
MEM 3411.167969 1523389515.2023
MEM 3411.167969 1523389515.3027
MEM 3411.167969 1523389515.4031
MEM 3411.167969 1523389515.5034
MEM 3411.167969 1523389515.6038
MEM 3411.167969 1523389515.7042
MEM 3411.167969 1523389515.8046
MEM 3411.167969 1523389515.9050
MEM 3411.167969 1523389516.0054
MEM 3411.167969 1523389516.1058
MEM 3411.167969 1523389516.2061
MEM 3411.167969 1523389516.3065
MEM 3411.167969 1523389516.4069
MEM 3411.167969 1523389516.5072
MEM 3411.167969 1523389516.6076
MEM 3411.167969 1523389516.7080
MEM 3411.167969 1523389516.8084
MEM 3411.167969 1523389516.9088
MEM 3411.167969 1523389517.0091
MEM 3411.167969 1523389517.1095
MEM 3411.167969 1523389517.2099
MEM 3411.167969 1523389517.3103
MEM 3411.167969 1523389517.4106
MEM 3411.167969 1523389517.5110
MEM 3411.167969 1523389517.6114
MEM 3411.167969 1523389517.7118
MEM 3411.167969 1523389517.8122
MEM 3411.167969 1523389517.9126
MEM 3411.167969 1523389518.0130
MEM 3411.167969 1523389518.1134
MEM 3411.167969 1523389518.2137
MEM 3411.167969 1523389518.3141
MEM 3411.167969 1523389518.4144
MEM 3411.167969 1523389518.5148
MEM 3411.167969 1523389518.6152
MEM 3411.167969 1523389518.7156
MEM 3411.167969 1523389518.8160
MEM 3411.167969 1523389518.9163
MEM 3411.167969 1523389519.0167
MEM 3411.167969 1523389519.1170
MEM 3411.167969 1523389519.2174
MEM 3411.167969 1523389519.3178
MEM 3411.167969 1523389519.4182
MEM 3411.167969 1523389519.5185
MEM 3411.167969 1523389519.6189
MEM 3411.167969 1523389519.7193
MEM 3411.167969 1523389519.8197
MEM 3411.167969 1523389519.9201
MEM 3411.167969 1523389520.0204
MEM 3411.167969 1523389520.1208
MEM 3411.167969 1523389520.2212
MEM 3411.167969 1523389520.3215
