CMDLINE python3 -m scripts.odc12.spectrum
MEM 1.425781 1520459147.0693
MEM 18.855469 1520459147.1696
MEM 31.277344 1520459147.2699
MEM 40.648438 1520459147.3703
MEM 49.488281 1520459147.4706
MEM 49.488281 1520459147.5709
MEM 63.460938 1520459147.6712
MEM 93.433594 1520459147.7716
MEM 98.453125 1520459147.8719
MEM 105.652344 1520459147.9723
MEM 106.695312 1520459148.0726
MEM 107.835938 1520459148.1732
MEM 109.921875 1520459148.2736
MEM 112.671875 1520459148.3739
MEM 114.218750 1520459148.4742
MEM 119.476562 1520459148.5746
MEM 119.476562 1520459148.6749
MEM 119.476562 1520459148.7752
MEM 119.476562 1520459148.8756
MEM 119.476562 1520459148.9759
MEM 119.476562 1520459149.0763
MEM 119.476562 1520459149.1766
MEM 119.476562 1520459149.2770
MEM 119.476562 1520459149.3773
MEM 119.476562 1520459149.4776
MEM 119.476562 1520459149.5779
MEM 132.503906 1520459149.6783
MEM 201.445312 1520459149.7787
MEM 218.304688 1520459149.8790
MEM 221.117188 1520459149.9794
MEM 247.480469 1520459150.0799
MEM 247.566406 1520459150.1803
MEM 247.566406 1520459150.2807
MEM 265.351562 1520459150.3811
MEM 271.281250 1520459150.4815
MEM 271.281250 1520459150.5820
MEM 301.703125 1520459150.6824
MEM 308.148438 1520459150.7828
MEM 308.148438 1520459150.8833
MEM 228.468750 1520459150.9836
MEM 251.925781 1520459151.0840
MEM 251.925781 1520459151.1844
MEM 288.789062 1520459151.2848
MEM 288.789062 1520459151.3852
MEM 288.789062 1520459151.4856
MEM 302.195312 1520459151.5862
MEM 325.914062 1520459151.6867
MEM 325.914062 1520459151.7871
MEM 325.914062 1520459151.8875
MEM 325.914062 1520459151.9879
MEM 325.914062 1520459152.0882
MEM 325.914062 1520459152.1887
MEM 273.324219 1520459152.2890
MEM 296.781250 1520459152.3894
MEM 296.781250 1520459152.4898
MEM 296.781250 1520459152.5904
MEM 304.769531 1520459152.6908
MEM 304.769531 1520459152.7913
MEM 304.769531 1520459152.8916
MEM 304.769531 1520459152.9920
MEM 281.277344 1520459153.0924
MEM 283.597656 1520459153.1928
MEM 283.597656 1520459153.2932
MEM 283.757812 1520459153.3937
MEM 341.761719 1520459153.4941
MEM 341.761719 1520459153.5946
MEM 341.761719 1520459153.6950
MEM 341.761719 1520459153.7953
MEM 348.980469 1520459153.8957
MEM 365.480469 1520459153.9961
MEM 365.480469 1520459154.0964
MEM 365.480469 1520459154.1969
MEM 365.480469 1520459154.2973
MEM 365.480469 1520459154.3978
MEM 365.480469 1520459154.4982
MEM 365.480469 1520459154.5986
MEM 365.480469 1520459154.6990
MEM 315.351562 1520459154.7994
