CMDLINE python3 -m scripts.odc12.spectrum
MEM 1.457031 1520441127.2213
MEM 19.933594 1520441127.3216
MEM 31.406250 1520441127.4219
MEM 40.945312 1520441127.5222
MEM 49.214844 1520441127.6226
MEM 49.464844 1520441127.7229
MEM 66.636719 1520441127.8232
MEM 94.234375 1520441127.9234
MEM 99.667969 1520441128.0238
MEM 104.937500 1520441128.1241
MEM 107.644531 1520441128.2244
MEM 108.648438 1520441128.3249
MEM 111.441406 1520441128.4252
MEM 113.660156 1520441128.5256
MEM 114.488281 1520441128.6259
MEM 120.460938 1520441128.7262
MEM 120.914062 1520441128.8265
MEM 158.796875 1520441128.9270
MEM 217.835938 1520441129.0274
MEM 221.753906 1520441129.1278
MEM 240.328125 1520441129.2282
MEM 239.425781 1520441129.3285
MEM 239.425781 1520441129.4290
MEM 300.066406 1520441129.5293
MEM 300.066406 1520441129.6297
MEM 300.066406 1520441129.7304
MEM 323.785156 1520441129.8307
MEM 323.785156 1520441129.9313
MEM 323.785156 1520441130.0320
MEM 323.785156 1520441130.1323
MEM 323.785156 1520441130.2328
MEM 323.785156 1520441130.3331
MEM 323.785156 1520441130.4334
MEM 323.785156 1520441130.5339
MEM 323.785156 1520441130.6344
MEM 293.917969 1520441130.7348
MEM 293.917969 1520441130.8352
MEM 293.917969 1520441130.9357
MEM 301.906250 1520441131.0361
MEM 301.906250 1520441131.1365
MEM 301.906250 1520441131.2368
MEM 338.769531 1520441131.3372
MEM 338.769531 1520441131.4377
MEM 338.769531 1520441131.5381
MEM 338.769531 1520441131.6388
MEM 307.117188 1520441131.7392
MEM 307.117188 1520441131.8395
MEM 307.281250 1520441131.9399
MEM 326.871094 1520441132.0402
MEM 346.722656 1520441132.1406
MEM 346.722656 1520441132.2410
MEM 346.722656 1520441132.3416
MEM 370.441406 1520441132.4420
MEM 370.441406 1520441132.5424
MEM 370.441406 1520441132.6428
MEM 370.441406 1520441132.7432
MEM 299.492188 1520441132.8435
MEM 299.492188 1520441132.9439
MEM 299.492188 1520441133.0443
MEM 299.492188 1520441133.1448
MEM 330.941406 1520441133.2452
MEM 330.941406 1520441133.3456
MEM 330.941406 1520441133.4459
MEM 330.941406 1520441133.5464
MEM 354.660156 1520441133.6470
MEM 322.949219 1520441133.7474
MEM 322.949219 1520441133.8478
MEM 322.949219 1520441133.9482
MEM 323.109375 1520441134.0485
MEM 368.996094 1520441134.1488
MEM 378.277344 1520441134.2492
MEM 378.277344 1520441134.3496
MEM 378.277344 1520441134.4500
MEM 378.277344 1520441134.5504
MEM 378.277344 1520441134.6507
MEM 378.277344 1520441134.7511
MEM 378.277344 1520441134.8515
MEM 378.277344 1520441134.9519
MEM 378.277344 1520441135.0523
MEM 356.597656 1520441135.1527
MEM 356.597656 1520441135.2530
MEM 356.597656 1520441135.3534
MEM 356.597656 1520441135.4538
MEM 404.035156 1520441135.5544
MEM 362.578125 1520441135.6548
MEM 386.296875 1520441135.7552
MEM 386.296875 1520441135.8555
MEM 386.296875 1520441135.9559
MEM 386.296875 1520441136.0563
MEM 386.296875 1520441136.1567
