CMDLINE python3 -m scripts.odc12.spectrum
MEM 6.226562 1520619319.3931
MEM 21.117188 1520619319.4934
MEM 31.687500 1520619319.5937
MEM 41.042969 1520619319.6940
MEM 48.972656 1520619319.7943
MEM 48.972656 1520619319.8946
MEM 64.843750 1520619319.9949
MEM 93.828125 1520619320.0952
MEM 102.980469 1520619320.1955
MEM 103.132812 1520619320.2958
MEM 106.921875 1520619320.3962
MEM 107.535156 1520619320.4965
MEM 109.921875 1520619320.5968
MEM 111.378906 1520619320.6972
MEM 112.949219 1520619320.7976
MEM 113.535156 1520619320.8978
MEM 116.796875 1520619320.9982
MEM 120.136719 1520619321.0992
MEM 120.136719 1520619321.1996
MEM 120.136719 1520619321.3016
MEM 120.136719 1520619321.4020
MEM 120.136719 1520619321.5023
MEM 126.613281 1520619321.6027
MEM 171.687500 1520619321.7032
MEM 202.570312 1520619321.8035
MEM 220.339844 1520619321.9039
MEM 223.265625 1520619322.0043
MEM 242.667969 1520619322.1046
MEM 242.667969 1520619322.2050
MEM 242.667969 1520619322.3054
MEM 301.445312 1520619322.4058
MEM 301.445312 1520619322.5062
MEM 301.445312 1520619322.6069
MEM 275.140625 1520619322.7074
MEM 275.140625 1520619322.8079
MEM 291.675781 1520619322.9082
MEM 322.613281 1520619323.0086
MEM 322.613281 1520619323.1090
MEM 322.613281 1520619323.2095
MEM 322.613281 1520619323.3099
MEM 322.613281 1520619323.4104
MEM 281.496094 1520619323.5108
MEM 326.355469 1520619323.6111
MEM 326.355469 1520619323.7116
MEM 326.355469 1520619323.8120
MEM 270.234375 1520619323.9123
MEM 270.234375 1520619324.0127
MEM 270.234375 1520619324.1131
MEM 323.851562 1520619324.2134
MEM 341.125000 1520619324.3138
MEM 341.125000 1520619324.4143
MEM 341.125000 1520619324.5150
MEM 293.980469 1520619324.6154
MEM 293.980469 1520619324.7158
MEM 293.984375 1520619324.8162
MEM 333.167969 1520619324.9166
MEM 357.144531 1520619325.0169
MEM 357.144531 1520619325.1173
MEM 357.144531 1520619325.2176
MEM 357.144531 1520619325.3180
MEM 357.144531 1520619325.4184
MEM 357.144531 1520619325.5188
MEM 357.144531 1520619325.6193
MEM 295.230469 1520619325.7196
MEM 304.253906 1520619325.8200
MEM 304.253906 1520619325.9204
MEM 304.410156 1520619326.0207
MEM 342.820312 1520619326.1210
MEM 364.992188 1520619326.2214
MEM 364.992188 1520619326.3218
MEM 364.992188 1520619326.4222
MEM 364.992188 1520619326.5227
MEM 325.355469 1520619326.6232
MEM 325.355469 1520619326.7237
MEM 325.355469 1520619326.8242
MEM 325.519531 1520619326.9247
MEM 351.812500 1520619327.0250
MEM 351.812500 1520619327.1254
MEM 351.812500 1520619327.2259
MEM 351.812500 1520619327.3263
MEM 351.894531 1520619327.4267
MEM 388.757812 1520619327.5271
MEM 388.757812 1520619327.6275
MEM 388.757812 1520619327.7279
MEM 388.757812 1520619327.8284
MEM 388.757812 1520619327.9290
MEM 388.757812 1520619328.0295
MEM 388.757812 1520619328.1299
MEM 388.757812 1520619328.2304
MEM 388.757812 1520619328.3309
MEM 388.757812 1520619328.4313
MEM 315.156250 1520619328.5317
MEM 338.613281 1520619328.6321
MEM 338.613281 1520619328.7325
MEM 338.613281 1520619328.8330
MEM 338.613281 1520619328.9335
MEM 338.773438 1520619329.0339
MEM 399.355469 1520619329.1342
MEM 399.355469 1520619329.2346
MEM 399.355469 1520619329.3349
MEM 399.355469 1520619329.4353
MEM 399.355469 1520619329.5357
MEM 399.441406 1520619329.6361
MEM 399.441406 1520619329.7364
MEM 399.441406 1520619329.8368
MEM 278.226562 1520619329.9372
MEM 278.625000 1520619330.0376
MEM 278.625000 1520619330.1379
MEM 278.625000 1520619330.2382
MEM 279.882812 1520619330.3386
MEM 286.121094 1520619330.4391
MEM 286.121094 1520619330.5395
MEM 286.980469 1520619330.6398
MEM 286.980469 1520619330.7401
MEM 286.257812 1520619330.8405
MEM 286.257812 1520619330.9409
MEM 286.257812 1520619331.0413
MEM 286.257812 1520619331.1417
MEM 286.257812 1520619331.2420
MEM 286.257812 1520619331.3424
MEM 286.257812 1520619331.4432
MEM 310.515625 1520619331.5436
MEM 380.898438 1520619331.6440
MEM 368.828125 1520619331.7443
MEM 351.875000 1520619331.8447
MEM 312.699219 1520619331.9450
MEM 312.699219 1520619332.0454
MEM 338.992188 1520619332.1457
MEM 338.992188 1520619332.2461
MEM 338.992188 1520619332.3464
MEM 338.992188 1520619332.4469
MEM 326.824219 1520619332.5472
MEM 365.449219 1520619332.6476
MEM 389.941406 1520619332.7480
MEM 389.941406 1520619332.8484
MEM 332.585938 1520619332.9488
MEM 366.359375 1520619333.0492
MEM 338.300781 1520619333.1495
MEM 339.847656 1520619333.2499
MEM 321.542969 1520619333.3503
MEM 366.402344 1520619333.4507
MEM 306.765625 1520619333.5511
MEM 400.351562 1520619333.6515
MEM 287.433594 1520619333.7519
MEM 322.980469 1520619333.8522
MEM 313.812500 1520619333.9526
MEM 339.847656 1520619334.0530
MEM 339.847656 1520619334.1534
MEM 339.847656 1520619334.2538
MEM 340.023438 1520619334.3541
MEM 367.093750 1520619334.4545
MEM 340.687500 1520619334.5549
MEM 340.687500 1520619334.6552
MEM 340.687500 1520619334.7557
MEM 315.812500 1520619334.8560
MEM 337.851562 1520619334.9564
MEM 367.242188 1520619335.0568
MEM 383.484375 1520619335.1572
MEM 304.511719 1520619335.2575
MEM 368.964844 1520619335.3579
MEM 446.308594 1520619335.4583
MEM 288.273438 1520619335.5587
MEM 314.652344 1520619335.6592
MEM 340.687500 1520619335.7597
MEM 340.687500 1520619335.8600
MEM 340.687500 1520619335.9605
MEM 340.863281 1520619336.0608
MEM 367.160156 1520619336.1612
MEM 340.687500 1520619336.2616
MEM 340.687500 1520619336.3620
MEM 354.867188 1520619336.4623
MEM 314.652344 1520619336.5627
MEM 340.687500 1520619336.6632
MEM 367.242188 1520619336.7638
MEM 288.273438 1520619336.8642
MEM 317.402344 1520619336.9645
MEM 420.527344 1520619337.0649
MEM 311.890625 1520619337.1653
MEM 364.656250 1520619337.2656
MEM 314.652344 1520619337.3676
MEM 340.687500 1520619337.4680
