CMDLINE python3 tmp/benchmark.py
MEM 537.308594 1523394290.9411
MEM 644.097656 1523394291.0415
MEM 874.878906 1523394291.1419
MEM 667.804688 1523394291.2423
MEM 720.914062 1523394291.3427
MEM 714.984375 1523394291.4430
MEM 876.890625 1523394291.5435
MEM 765.558594 1523394291.6458
MEM 919.988281 1523394291.7462
MEM 813.253906 1523394291.8466
MEM 1074.417969 1523394291.9476
MEM 1074.417969 1523394292.0480
MEM 1074.417969 1523394292.1483
MEM 1074.417969 1523394292.2488
MEM 1074.417969 1523394292.3492
MEM 1074.417969 1523394292.4495
MEM 1074.417969 1523394292.5499
MEM 1074.417969 1523394292.6503
MEM 1074.417969 1523394292.7507
MEM 1074.417969 1523394292.8511
MEM 1074.417969 1523394292.9515
MEM 1074.417969 1523394293.0518
MEM 1074.417969 1523394293.1522
MEM 1074.417969 1523394293.2526
MEM 1074.417969 1523394293.3530
MEM 1074.417969 1523394293.4533
MEM 898.890625 1523394293.5537
MEM 792.113281 1523394293.6540
MEM 876.933594 1523394293.7544
MEM 916.378906 1523394293.8547
MEM 799.589844 1523394293.9551
MEM 999.394531 1523394294.0555
MEM 999.394531 1523394294.1559
MEM 999.394531 1523394294.2563
MEM 999.394531 1523394294.3567
MEM 999.394531 1523394294.4570
MEM 812.964844 1523394294.5574
MEM 876.933594 1523394294.6578
MEM 873.066406 1523394294.7581
MEM 864.816406 1523394294.8584
MEM 993.464844 1523394294.9587
MEM 856.308594 1523394295.0591
MEM 876.933594 1523394295.1599
MEM 876.980469 1523394295.2603
MEM 871.003906 1523394295.3606
MEM 812.480469 1523394295.4610
MEM 968.714844 1523394295.5614
MEM 759.113281 1523394295.6617
MEM 805.777344 1523394295.7621
MEM 966.136719 1523394295.8625
MEM 758.855469 1523394295.9628
MEM 999.394531 1523394296.0632
MEM 980.101562 1523394296.1636
MEM 801.214844 1523394296.2639
MEM 564.636719 1523394296.3643
MEM 509.468750 1523394296.4646
MEM 584.488281 1523394296.5650
MEM 509.468750 1523394296.6654
MEM 509.468750 1523394296.7661
MEM 577.269531 1523394296.8664
MEM 597.804688 1523394296.9668
MEM 694.121094 1523394297.0672
MEM 874.878906 1523394297.1677
MEM 678.375000 1523394297.2681
MEM 732.257812 1523394297.3685
MEM 754.429688 1523394297.4689
MEM 754.429688 1523394297.5692
MEM 661.101562 1523394297.6695
MEM 876.890625 1523394297.7705
MEM 876.890625 1523394297.8709
MEM 876.890625 1523394297.9733
MEM 876.890625 1523394298.0737
MEM 876.890625 1523394298.1741
MEM 876.890625 1523394298.2745
MEM 812.222656 1523394298.3749
MEM 876.933594 1523394298.4753
MEM 749.789062 1523394298.5759
MEM 789.234375 1523394298.6763
MEM 760.472656 1523394298.7766
MEM 716.531250 1523394298.8770
MEM 754.429688 1523394298.9773
MEM 631.972656 1523394299.0777
MEM 789.234375 1523394299.1781
MEM 789.234375 1523394299.2785
MEM 789.234375 1523394299.3789
MEM 789.234375 1523394299.4793
MEM 789.234375 1523394299.5797
MEM 789.234375 1523394299.6801
MEM 523.128906 1523394299.7804
MEM 680.136719 1523394299.8808
MEM 743.343750 1523394299.9811
MEM 838.734375 1523394300.0815
MEM 631.972656 1523394300.1818
MEM 773.250000 1523394300.2822
MEM 949.851562 1523394300.3826
MEM 999.351562 1523394300.4830
MEM 999.351562 1523394300.5834
MEM 999.351562 1523394300.6837
MEM 999.351562 1523394300.7841
MEM 999.351562 1523394300.8845
