CMDLINE python3 -m scripts.odc12.spectrum
MEM 1.542969 1520438270.1217
MEM 21.039062 1520438270.2220
MEM 31.832031 1520438270.3223
MEM 41.460938 1520438270.4226
MEM 49.488281 1520438270.5229
MEM 50.117188 1520438270.6232
MEM 69.011719 1520438270.7234
MEM 95.062500 1520438270.8237
MEM 99.476562 1520438270.9240
MEM 104.761719 1520438271.0243
MEM 107.312500 1520438271.1246
MEM 108.105469 1520438271.2249
MEM 110.792969 1520438271.3253
MEM 112.992188 1520438271.4256
MEM 113.636719 1520438271.5259
MEM 119.738281 1520438271.6262
MEM 119.738281 1520438271.7266
MEM 119.738281 1520438271.8269
MEM 119.738281 1520438271.9273
MEM 119.738281 1520438272.0276
MEM 119.738281 1520438272.1280
MEM 119.738281 1520438272.2283
MEM 119.738281 1520438272.3287
MEM 119.738281 1520438272.4315
MEM 119.738281 1520438272.5318
MEM 119.738281 1520438272.6322
MEM 144.785156 1520438272.7325
MEM 202.542969 1520438272.8329
MEM 220.300781 1520438272.9333
MEM 223.222656 1520438273.0337
MEM 267.207031 1520438273.1340
MEM 243.621094 1520438273.2345
MEM 243.621094 1520438273.3349
MEM 299.820312 1520438273.4352
MEM 299.820312 1520438273.5357
MEM 299.820312 1520438273.6361
MEM 323.539062 1520438273.7365
MEM 323.539062 1520438273.8369
MEM 323.539062 1520438273.9374
MEM 255.242188 1520438274.0378
MEM 255.242188 1520438274.1382
MEM 275.085938 1520438274.2386
MEM 299.062500 1520438274.3391
MEM 299.062500 1520438274.4396
MEM 299.062500 1520438274.5400
MEM 335.929688 1520438274.6404
MEM 335.929688 1520438274.7408
MEM 335.929688 1520438274.8412
MEM 335.929688 1520438274.9416
MEM 335.929688 1520438275.0420
MEM 335.929688 1520438275.1423
MEM 335.929688 1520438275.2427
MEM 304.210938 1520438275.3431
MEM 304.210938 1520438275.4435
MEM 304.210938 1520438275.5439
MEM 330.503906 1520438275.6443
MEM 330.503906 1520438275.7446
MEM 330.503906 1520438275.8452
MEM 330.503906 1520438275.9456
MEM 330.503906 1520438276.0460
MEM 330.503906 1520438276.1464
MEM 330.503906 1520438276.2467
MEM 293.949219 1520438276.3471
MEM 317.406250 1520438276.4475
MEM 317.406250 1520438276.5479
MEM 317.566406 1520438276.6482
MEM 343.859375 1520438276.7487
MEM 343.859375 1520438276.8491
MEM 343.859375 1520438276.9495
MEM 343.859375 1520438277.0499
MEM 357.007812 1520438277.1504
MEM 380.726562 1520438277.2508
MEM 380.726562 1520438277.3513
MEM 380.726562 1520438277.4517
MEM 380.726562 1520438277.5523
MEM 404.445312 1520438277.6527
MEM 404.445312 1520438277.7532
MEM 404.445312 1520438277.8535
MEM 404.445312 1520438277.9539
MEM 309.781250 1520438278.0543
MEM 333.238281 1520438278.1547
MEM 333.238281 1520438278.2550
MEM 333.238281 1520438278.3555
MEM 333.394531 1520438278.4559
MEM 388.562500 1520438278.5563
MEM 393.976562 1520438278.6567
MEM 393.976562 1520438278.7571
MEM 393.976562 1520438278.8576
MEM 393.976562 1520438278.9580
MEM 393.976562 1520438279.0583
MEM 393.976562 1520438279.1587
MEM 393.976562 1520438279.2591
MEM 393.976562 1520438279.3595
MEM 393.976562 1520438279.4598
MEM 378.066406 1520438279.5603
MEM 378.066406 1520438279.6607
MEM 378.066406 1520438279.7611
MEM 378.066406 1520438279.8616
MEM 378.066406 1520438279.9620
MEM 378.304688 1520438280.0624
MEM 415.167969 1520438280.1628
MEM 415.167969 1520438280.2632
MEM 415.167969 1520438280.3635
MEM 415.167969 1520438280.4639
MEM 415.167969 1520438280.5643
MEM 415.167969 1520438280.6650
MEM 438.886719 1520438280.7653
MEM 438.886719 1520438280.8657
MEM 312.484375 1520438280.9661
MEM 312.484375 1520438281.0664
MEM 312.484375 1520438281.1669
MEM 313.449219 1520438281.2674
MEM 319.691406 1520438281.3678
